nama_barang,tipe,rata_rata_per_hari,frekuensi_total,tanggal_terakhir_digunakan,id_barang
Bak instrumen berisi spatel lidah (1bh),alat,1.25,16,2025-12-11,A992753
Bak instrumen berisi spatel lidah (1bh),bahan,1.0,3,2025-10-30,B992753
Bak instrumen berisi spatel lidah (Ibh) spekulum hidung (Ibh),alat,1.0,3,2025-11-19,A780221
Bak instrumen steril,alat,1.0,1,2025-08-22,A972336
Bak instrumen steril berisi kasa dan kom,alat,1.0,2,2025-07-28,A454264
Bak instrumen steril berisi kasa dan kom (1pcs),alat,1.0,1,2025-07-29,A603669
Bak instrumen yg berisi,alat,1.0,8,2025-10-04,A507226
Bak instrument bersih (1),alat,1.0,1,2025-04-17,A904619
Bak mandi,alat,1.0,2,2025-11-19,A916155
Bak mandi Waslap (5 buah) Perlak,alat,1.5,2,2025-04-11,A303747
Bak spuit,alat,1.0,1,2025-12-05,A097831
Bak spuit,bahan,1.0,1,2025-12-05,B097831
Baki,alat,1.57,7,2025-10-09,A646077
Baki (3 buah),alat,1.0,1,2025-01-30,A122596
Baki (4 pcs),alat,1.17,6,2025-10-20,A172900
Baki (Tempat alat),alat,1.0,2,2025-12-08,A511824
Baki (Tempat alat),bahan,1.0,2,2025-12-08,B511824
Baki (Tempat alat) Perlak,alat,1.0,1,2025-11-11,A535884
Baki 1,alat,1.0,3,2025-10-17,A264297
Baki 1 buah,alat,1.33,3,2025-12-03,A833245
Baki 2,alat,1.25,4,2025-12-18,A696385
Baki alas,alat,1.0,1,2025-12-05,A471962
Baki alas,bahan,1.0,1,2025-12-05,B471962
Baki berisi,alat,1.94,16,2025-12-11,A515740
Baki berisi,bahan,1.0,2,2025-07-08,B515740
Baki dan alasnya,alat,1.0,2,2025-06-10,A963176
Baki dan alasnya (2buah),alat,1.0,1,2025-04-22,A753763
Baki dgn pengalas,alat,1.0,1,2025-08-13,A314409
Balut Tekan (Pressure Dressing) Alat bantu,alat,1.5,2,2025-04-24,A962896
Balut Tekan (Pressure Dressing) Alat bantu,bahan,1.5,2,2025-04-24,B962896
Balutan Infus Transparant (5 pcs),bahan,1.0,1,2025-11-19,B322192
Balutan Transparan,bahan,1.5,2,2025-11-21,B063792
Balutan luka,alat,1.0,1,2025-04-12,A070722
Balutan luka,bahan,1.0,1,2025-04-12,B070722
Balutan transparan (transparent dressing),alat,1.0,1,2025-11-21,A939314
Balutan transparan (transparent dressing),bahan,1.0,1,2025-11-21,B939314
Bangku kecil untuk pispot / trolly,alat,1.0,1,2025-02-27,A976734
Bantal,bahan,1.0,1,2025-01-30,B355963
Bantal (untuk menyangga kepala,alat,1.5,2,2025-04-24,A895258
Bantal (untuk menyangga kepala,bahan,1.5,2,2025-04-24,B895258
Bantal Selimut,bahan,1.0,1,2025-01-22,B944924
Bantal penyangga ekstremitas Alas perlak/plastik,alat,1.0,1,2025-01-21,A637332
Bantalan busa / kapas gulung (pelindung kulit),bahan,1.38,8,2025-12-11,B437438
Bantalan conter traksi atau bantal,alat,1.0,1,2025-04-29,A239249
Bantalan contertraksi/ bantal,alat,1.0,2,2025-02-27,A680164
Bantalan contertraksi/ bantal,bahan,1.0,1,2025-02-20,B680164
Bantalan contertraksi/ bantal (1 pcs),alat,1.0,1,2025-02-18,A016943
Bantalan/kapas pelindung (padding),bahan,1.71,7,2025-12-02,B448867
Baskom,alat,1.0,3,2025-03-18,A336379
Baskom (2 buah),alat,1.0,1,2025-01-30,A180433
Baskom (2 pcs),alat,1.33,3,2025-12-03,A885075
Baskom 2 bh,alat,1.0,2,2025-10-10,A414290
Baskom 2 buah berisi air ( satu untuk bilas sabun ) bila ada,alat,1.0,1,2025-02-27,A270698
Baskom Handuk kecil Termometer,alat,1.0,1,2025-11-14,A809233
Baskom Termometer Handuk kecil Kasa,alat,1.0,1,2025-11-14,A870465
Baskom berisi air DTT untuk membersihkan ibu,alat,1.33,9,2025-12-18,A082690
Baskom berisi air DTT untuk membersihkan ibu,bahan,1.0,2,2025-12-02,B082690
Baskom berisi air hangat dua buah Waslap,alat,1.0,1,2025-08-19,A807620
Baskom mandi Handuk mandi Pakaian bersih pasien Perlak dan alas Ember air kotor Nierbekken / wadah,alat,1.0,1,2025-11-03,A092030
Baskom mandi Handuk mandi Perlak dan alas Ember air kotor Nierbekken / wadah,alat,1.0,4,2025-10-31,A793313
Baskom plastik 2,alat,1.0,1,2025-11-02,A461113
Baskom plastik berisi klorin 0,alat,1.11,9,2025-12-18,A620350
Baskom plastik berisi klorin 0,bahan,1.0,1,2025-12-02,B620350
Baterai,bahan,1.33,9,2025-10-02,B149959
Baterai AA,bahan,1.5,2,2025-01-15,B538074
Baterai Jam,bahan,1.0,1,2025-01-24,B221046
Baterai handscoon bersih masker,bahan,1.0,1,2025-02-20,B472091
Baterai handscoon masker,bahan,3.0,2,2025-09-18,B502772
Baterai jam Baterai biasa,bahan,1.0,1,2025-11-02,B698926
Baterai jam untuk stopwatch,bahan,1.5,2,2025-01-15,B162785
Baterai tisu kasa,bahan,1.0,1,2025-04-16,B896483
Beban 5 kg,alat,1.0,3,2025-04-29,A896824
Beban 5 kg,bahan,1.0,1,2025-02-20,B896824
Beban 5 kg (1 pcs),alat,1.0,1,2025-02-18,A633782
Bed pan (2 pcs) dan bengkok 2 pcs) Tempah sampah medis (2 pcs) Tempat sampah non medis 2 pcs) Bak instrumen berisi pinset anatomi 1,alat,1.0,1,2025-03-19,A655255
Bed pan 1 buah dan bengkok 1 buah,alat,1.5,2,2025-10-09,A828901
Bed pan 1 buah dan bengkok 1 buah Tempah sampah medis 1 buah Tempat sampah non medis 1 buah,alat,1.18,11,2025-12-11,A649832
Bed pan/pispot 1 buah dan bengkok 1 buah,alat,1.0,9,2025-11-19,A709315
Bed side rail (pengaman tempat tidur) Kursi roda / brankar,alat,1.0,1,2025-07-30,A628700
Bed side rail (pengaman tempat tidur) Lampu tidur / lampu redup,alat,1.0,1,2025-04-15,A542462
Bed side rail (pengaman tempat tidur) Stetoskop,alat,1.0,1,2025-01-08,A800263
Bedak,alat,1.0,2,2025-11-21,A763231
Bedak / skin protector (mencegah iritasi),bahan,1.5,6,2025-12-11,B386405
Bedong bayi,bahan,1.0,1,2025-10-24,B467239
Bell bila ada,alat,1.0,1,2025-02-27,A180392
Benang DTT/Steril /umbilical klem,bahan,1.0,1,2025-11-02,B834804
Benang jahit (hecting catgut/chromic) Lidokain (bila episiotomi/penjahitan) Pelumas (lubricant jelly) Oksitosin,bahan,1.0,2,2025-08-27,B981720
Benang jahit jarum hecting Plester,bahan,1.0,1,2025-08-20,B287245
Benda beraroma (kopi/vanila) Sarung tangan medis,bahan,1.0,1,2025-11-13,B148138
Bengkok,alat,1.65,51,2025-12-18,A613422
Bengkok,bahan,1.17,12,2025-12-05,B613422
Bengkok ( 2 pcs),alat,1.0,2,2025-08-22,A344396
Bengkok (1 pcs),alat,1.2,5,2025-11-20,A892880
Bengkok (2 pcs),alat,1.8,5,2025-12-19,A402362
Bengkok (2 pcs) Tempat kain kotor,alat,1.0,1,2025-03-19,A974907
Bengkok (2),alat,1.0,9,2025-08-05,A368194
Bengkok (2pcs),alat,1.0,1,2025-06-02,A946847
Bengkok (3 buah),alat,1.0,1,2025-01-30,A454065
Bengkok (4 pcs),alat,1.0,5,2025-09-18,A189522
Bengkok (4),alat,1.0,1,2025-10-09,A311401
Bengkok (4) Spalk k(4) Stetoskop(4) Tensimeter(4),alat,2.0,3,2025-09-09,A805844
Bengkok (Kantong sampah,alat,1.0,1,2025-08-14,A210011
Bengkok (Kantong sampah),alat,1.0,1,2025-08-27,A625520
Bengkok (Kantong sampah),bahan,1.0,2,2025-10-09,B625520
Bengkok (Kantong sampah) (1 pcs),alat,1.0,1,2025-08-28,A625174
Bengkok (Kantong sampah) (1 pcs),bahan,1.0,1,2025-08-28,B625174
Bengkok (Kantong sampah) Buku catt obat,bahan,1.0,1,2025-10-09,B096159
Bengkok (alat bantu khusus) Alas bokong atau perlak,alat,1.0,1,2025-10-11,A692848
Bengkok (alat bantu khusus) Alas bokong atau perlak Selimut hangat,alat,2.0,2,2025-12-12,A395949
Bengkok (kantong sampah),alat,3.67,6,2025-12-09,A290730
Bengkok (kantong sampah),bahan,2.4,5,2025-10-09,B290730
Bengkok (kidney dish) Duk lubang steril Sarung tangan steril Sarung tangan non-steril,alat,1.0,2,2025-02-12,A149839
Bengkok (nierbekken) Baskom steril,alat,1.5,2,2025-06-02,A838551
Bengkok (nierbekken) Duk steril,alat,1.0,2,2025-11-02,A715983
Bengkok / nierbekken,alat,1.0,2,2025-08-27,A252753
Bengkok 1,alat,1.0,3,2025-08-10,A382166
Bengkok 1 buah,alat,1.55,11,2025-11-19,A473856
Bengkok 1 buah,bahan,1.5,2,2025-10-11,B473856
Bengkok 1 buah Tempat kain kotor Sampiran/skerem,alat,1.0,1,2025-09-17,A605404
Bengkok 1 buah Tempat kain kotor Sampiran/skerem sop teknik laktasi,alat,1.0,2,2025-09-17,A928799
Bengkok 1pcs,alat,1.0,1,2025-04-06,A050490
Bengkok 1pcs,bahan,1.0,1,2025-04-06,B050490
Bengkok 2,bahan,1.0,2,2025-11-08,B449359
Bengkok 2 buah (1 untuk VH,alat,1.25,8,2025-12-18,A305956
Bengkok 2 buah (1 untuk VH,bahan,1.0,2,2025-12-02,B305956
Bengkok 2 pcs,alat,1.14,7,2025-12-03,A905870
Bengkok 2 pcs Infus set 2 pcs Iv cath 2 pcs Spet 1 cc 1 pcs,alat,1.0,1,2025-12-09,A012647
Bengkok 3,bahan,1.25,4,2025-12-18,B912297
Bengkok 4,alat,1.0,1,2025-11-02,A078278
Bengkok Handuk,alat,1.0,1,2025-05-15,A031758
Bengkok Pengalas,bahan,2.0,1,2025-10-09,B975298
Bengkok Sampiran,alat,1.0,2,2025-05-02,A967215
Bengkok berisi larutan lisol 2-3,alat,1.0,1,2025-03-20,A551243
Bengkok dengan cairan desinfektan,alat,2.6,5,2025-12-09,A514295
Bengkok dengan cairan desinfektan,bahan,2.4,5,2025-10-09,B514295
Bengkok dengan cairan desinfektan Bengkok (kantong sampah) Sputum pot,alat,2.0,1,2025-08-25,A713060
Berisi aquabidest steril untuk,bahan,1.0,2,2025-02-25,B002173
Berisi aquabidest steril untuk mengembangkan balon kateter Air steril / NaCl 0,bahan,1.0,1,2025-02-24,B965263
Betadine,alat,1.0,7,2025-11-03,A226511
Betadine,bahan,1.45,20,2025-12-19,B226511
Betadine (1 pcs),bahan,1.0,1,2025-11-20,B531907
Bethadin,bahan,2.33,3,2025-12-09,B711387
Bethadin (1 pcs),alat,1.0,1,2025-08-28,A173375
Bethadin (1 pcs),bahan,1.0,1,2025-08-28,B173375
Bethadine (bila perlu) bila mengalami iritasi,alat,1.0,1,2025-09-16,A782132
Bidai,alat,1.0,2,2025-08-26,A065591
Bidai (5 pcs),alat,1.0,1,2025-04-17,A483977
Bidai (Splint),alat,1.0,1,2025-04-23,A546626
Bidai (kayu / bidai standar / bidai vakum),bahan,1.0,1,2025-03-14,B832921
Bidai (splint) berbagai ukuran Perban elastis,alat,1.0,1,2025-07-05,A508846
Bidai (splint) berbagai ukuran Perban elastis,bahan,1.0,1,2025-07-05,B508846
Bidai (splint) bisa dari kayu,alat,1.0,1,2025-04-24,A981232
Bidai (splint) bisa dari kayu,bahan,1.0,1,2025-04-24,B981232
Bidai kecil / arm board,alat,1.0,1,2025-04-02,A592861
Bila perlu obat desinfektan,alat,1.0,1,2025-09-16,A309308
Bioplacenton,bahan,1.0,2,2025-06-02,B311585
Bisolvon,alat,2.5,4,2025-10-09,A774933
Bisolvon,bahan,2.4,5,2025-10-09,B774933
Blood set (2),alat,1.0,4,2025-07-30,A302578
Bola,alat,1.0,1,2025-11-11,A041290
Bola kecil Balok / kubus Pensil / krayon Buku gambar Gelas plastik,bahan,1.0,5,2025-10-31,B482406
Bola kecil Kubus / balok Pensil / krayon Gelas plastik,bahan,1.0,1,2025-08-13,B664227
Bola mainan,alat,1.0,1,2025-04-15,A451855
Botol berisi air untuk cebok,alat,1.0,1,2025-02-27,A518375
Box bayi (1),alat,1.2,5,2025-10-20,A903451
Box bayi 1,alat,1.0,2,2025-08-10,A316814
Brosur/leflet pre intra dan post operasi,alat,1.0,1,2025-01-20,A394851
Buku KIA,bahan,1.0,5,2025-10-13,B904775
Buku KIA / KMS,alat,1.0,1,2025-05-08,A937754
Buku KMS meja tempat tidur kursi,alat,2.0,2,2025-11-04,A508054
Buku catatan obat,alat,2.5,4,2025-10-09,A166982
Buku catatan obat,bahan,2.4,5,2025-10-09,B166982
Buku catatan suhu,alat,1.0,2,2025-04-17,A557250
Buku catt,alat,1.0,1,2025-10-20,A710241
Buku catt,bahan,1.0,1,2025-10-20,B710241
Buku catt obat,alat,1.8,5,2025-12-09,A889754
Buku catt obat,bahan,1.0,2,2025-10-09,B889754
Buku catt obat (1 pcs),alat,1.0,1,2025-08-28,A807341
Buku catt obat (1 pcs),bahan,1.0,1,2025-08-28,B807341
Buku kohort bayi,alat,1.0,1,2025-08-13,A893809
Buku pedoman MTBS Formulir / lembar MTBS Stetoskop pediatrik Tensimeter anak Termometer,alat,1.0,1,2025-01-10,A433691
Buku/benda cetak Garpu tala (512 Hz) Otoskop,alat,1.0,1,2025-07-02,A011679
Buli-buli panas dan sarungnya,alat,1.0,1,2025-04-17,A305467
Burnazin,bahan,1.0,2,2025-06-02,B877743
C Borax gliserin,alat,1.0,1,2025-03-20,A921221
C Giving tranfussion set (1 pcs),alat,1.0,1,2025-08-28,A469576
C Giving tranfussion set (1 pcs),bahan,1.0,1,2025-08-28,B469576
C Kruk,alat,1.2,5,2025-12-11,A634212
CD pre,alat,1.0,1,2025-01-20,A026962
CVP,alat,1.0,1,2025-08-09,A767513
Cairan Infus,bahan,1.0,1,2025-08-14,B016380
Cairan Infus RL,bahan,1.0,1,2025-10-27,B330193
Cairan NaCL,bahan,1.0,1,2025-10-09,B280760
Cairan NaCl,bahan,1.0,1,2025-11-21,B116937
Cairan NaCl 0,alat,1.5,2,2025-10-09,A998074
Cairan NaCl 0,bahan,2.0,4,2025-12-09,B998074
Cairan Nacl Sabun,bahan,1.0,1,2025-03-13,B723364
Cairan antiseptic atau NaCl 0,alat,1.0,1,2025-04-12,A965023
Cairan antiseptic atau NaCl 0,bahan,1.0,1,2025-04-12,B965023
Cairan antiseptik,bahan,1.0,1,2025-07-08,B897089
Cairan antiseptik (1pcs),bahan,1.0,1,2025-05-08,B448810
Cairan desinfektan,alat,1.33,3,2025-12-02,A598549
Cairan desinfektan,bahan,2.3,10,2025-12-18,B598549
Cairan desinfektan dan peralatan,bahan,1.0,1,2025-08-19,B073036
Cairan disinfektan 2,bahan,1.0,1,2025-11-02,B671561
Cairan glukosa oral / IV (hipoglikemia),bahan,1.0,1,2025-08-26,B836192
Cairan infus,alat,2.5,4,2025-10-09,A540029
Cairan infus,bahan,2.2,5,2025-10-09,B540029
Cairan infus (NaCL),alat,1.0,1,2025-11-21,A251672
Cairan infus (NaCL),bahan,1.0,1,2025-11-21,B251672
Cairan infus (NaCl 0,bahan,1.0,7,2025-11-08,B340171
Cairan infus 1pcs Kapas dan alkohol Plester tissue,bahan,1.0,2,2025-06-10,B910236
Cairan infus Cairan darah Obat,bahan,1.0,1,2025-08-14,B849829
Cairan infus RL tisu,bahan,1.5,2,2025-02-14,B167206
Cairan infus sesuai program (NaCl 0,alat,1.0,1,2025-04-02,A178141
Cairan infus(4) RL dan NACl Sarung tangan(1),bahan,2.0,3,2025-09-09,B773637
Cairan intravena (RL,bahan,1.44,9,2025-08-05,B736476
Campak Rubella,bahan,1.0,1,2025-08-13,B757591
Campak-Rubela,bahan,1.0,2,2025-08-13,B954785
Canule suction (1),alat,1.0,1,2025-04-17,A076604
Capnography (bila tersedia),alat,1.0,1,2025-08-20,A571793
Celana dalam ibu yang bersih,alat,1.08,12,2025-11-19,A516704
Celana dalam ibu yang bersih,bahan,1.0,6,2025-11-03,B516704
Celana dalam ibu yang bersih Timbangan berat badan dan pengukur TB,alat,1.2,10,2025-12-11,A586431
Celemek,alat,1.0,3,2025-11-08,A150693
Celemek (schort) Perlak,alat,2.0,1,2025-08-10,A367569
Celemek plastik,alat,1.33,9,2025-12-18,A452801
Celemek plastik,bahan,1.0,3,2025-12-02,B452801
Ceret atau termos berisi air panas,alat,1.0,1,2025-03-20,A638174
Cermin inspeksi (optional,alat,1.0,1,2025-10-29,A125990
Cold box / vaccine carrier Ice pack,alat,1.0,1,2025-01-10,A964532
Collar,alat,1.0,1,2025-08-09,A182771
Collar neck,alat,1.0,1,2025-04-17,A994688
Com,alat,1.0,1,2025-10-09,A532336
Com kecil,alat,1.2,5,2025-12-11,A470692
Com kecil 2,alat,1.0,1,2025-10-20,A832923
Com kecil 2,bahan,1.2,5,2025-12-18,B832923
Com kecil(4pcs),alat,1.0,5,2025-09-18,A380799
Com menengah,alat,1.0,4,2025-12-11,A462409
Combiven,alat,2.5,4,2025-10-09,A268295
Combiven,bahan,2.4,5,2025-10-09,B268295
Cool box insulin (bila simulasi) Insulin / OHO (simulasi) Alkohol swab,bahan,1.0,1,2025-08-26,B454476
Cool pack,alat,1.0,1,2025-08-15,A831757
Cup feeding,alat,1.0,2,2025-11-08,A240894
Cystoscope (rigid/fleksibel) Obat anestesi lokal (lidokain gel 2),bahan,1.0,1,2025-08-19,B564106
D Bak instrumen berisi,alat,1.2,5,2025-12-11,A930563
D Cairan NaCl 0,alat,1.0,1,2025-08-28,A186391
D Cairan NaCl 0,bahan,1.0,1,2025-08-28,B186391
D5) Selang infus (infusion set/makro/mikro),bahan,1.0,1,2025-01-31,B709482
DPT-HB-Hib,bahan,1.0,1,2025-08-13,B863649
DTT,alat,1.0,1,2025-11-03,A102983
Darah 1 kolf,bahan,2.33,3,2025-12-09,B619475
Darah 1 kolf Obat(Ventolin/bisolvon/Combiven,alat,2.0,1,2025-10-09,A658801
Darah 1 kolf dari PMI,alat,2.5,4,2025-10-09,A843157
Darah 1 kolf dari PMI,bahan,2.4,5,2025-10-09,B843157
Defibrillator) atau defibrillator simulator Stetoskop,alat,1.0,1,2025-06-05,A484714
Depper,alat,1.0,1,2025-11-02,A565399
Depper secukupnya,alat,1.0,4,2025-12-02,A934497
Depper secukupnya,bahan,1.0,1,2025-12-02,B934497
Desinfektan Perlak Perba,alat,1.0,1,2025-05-02,A107810
Disposafe/pengelolaan limbah,alat,1.0,1,2025-08-15,A233975
Doopler atau fetoskop 4pcs Larutan antiseptic 4pcs Kapas 4pcs,bahan,1.0,1,2025-08-15,B028955
Doppler (1 pcs),alat,1.0,1,2025-11-20,A305139
Doppler / Fetoskop Timbangan berat badan Microtoise (tinggi badan),alat,1.0,4,2025-03-02,A283579
Doppler / Pinard Meja periksa tirai Lampu periksa,alat,1.0,1,2025-08-21,A101514
Doppler fetal / stetoskop Laennec Tensimeter,alat,1.0,1,2025-08-20,A329576
Dower kateter,alat,1.0,7,2025-11-03,A976074
Dower kateter,bahan,1.0,9,2025-11-19,B976074
Dua bengkok,alat,1.0,2,2025-12-08,A922536
Dua bengkok,bahan,1.0,2,2025-12-08,B922536
Dua buah buli buli panas Perlak,alat,1.0,1,2025-10-31,A490381
Dua buah buli buli panas Perlak,bahan,1.0,1,2025-10-31,B490381
Dua buah buli buli panas/ WWZ (warm water zack) dg suhu udara 40 derjat celsius,alat,1.0,1,2025-11-18,A924432
Dua buah buli buli panas/ WWZ (warm water zack) dg suhu udara 40 derjat celsius,bahan,1.0,1,2025-11-18,B924432
Dug bolong,alat,1.0,1,2025-02-27,A813145
Duk lobang,alat,1.0,1,2025-08-22,A627550
Duk steril,bahan,1.5,2,2025-10-27,B550877
Duk steril 1,bahan,1.25,4,2025-12-18,B174072
Duk steril berlubang Perlak dan alas,alat,1.5,2,2025-02-25,A616254
Dulcolax,bahan,1.0,1,2025-02-27,B997448
E Bengkok,alat,1.2,5,2025-12-11,A332280
E Darah 1 kolf (1pcs),alat,1.0,1,2025-08-28,A374181
E Darah 1 kolf (1pcs),bahan,1.0,1,2025-08-28,B374181
EKG,alat,1.0,2,2025-09-15,A516349
Ekg,alat,1.0,1,2025-08-09,A827833
Ekg (2 buah),alat,1.0,2,2025-02-25,A695933
Ekg (2buah) Troli (2 buah),alat,1.0,1,2025-04-22,A986638
Elastic bandage (1 pcs) Spalak/bantalan keras (1 pcs) bedak (1 pcs),bahan,1.0,1,2025-07-29,B760338
Ember,alat,1.0,2,2025-08-12,A223901
Ember,bahan,1.0,1,2025-04-12,B223901
Ember berisi kain bersih,alat,1.0,1,2025-03-20,A126410
Ember kosong,alat,1.0,1,2025-03-20,A771737
Ember tempat kain kotor Skort 1,alat,1.0,2,2025-08-10,A242953
Endotracheal tube (ETT) berbagai ukuran,alat,1.0,1,2025-08-20,A182456
Es atau cold pack (untuk mengurangi pembengkakan),alat,1.0,1,2025-04-24,A639359
Es atau cold pack (untuk mengurangi pembengkakan),bahan,1.0,1,2025-04-24,B639359
Ett opa lsm npa,alat,1.0,1,2025-08-19,A117769
F Plester hypavix,alat,1.2,5,2025-12-11,A186307
F Tourniquet (1 pcs),alat,1.0,1,2025-08-28,A015433
F Tourniquet (1 pcs),bahan,1.0,1,2025-08-28,B015433
Face mask (1),alat,1.0,1,2025-04-17,A864922
Feeding cup,alat,1.0,2,2025-11-08,A381599
Form observasi ikterus / grafik Kramers scale,bahan,1.0,1,2025-12-11,B625400
Format dokumentasi/asuhan,alat,1.0,1,2025-01-15,A114750
Format dokumentasi/asuhan keperawatan Manekin/phantom pasien,alat,2.0,1,2025-01-13,A010057
Formulir pencatatan stunting Hand sanitizer / sabun cuci tangan Kapas tisu,bahan,1.5,2,2025-10-13,B479161
G Bengkok (1 pcs),alat,1.0,1,2025-08-28,A151573
G Bengkok (1 pcs),bahan,1.0,1,2025-08-28,B151573
G Handscoon,alat,1.25,4,2025-12-11,A063231
G Metcovazim hijau,alat,1.2,5,2025-12-11,A258752
Gambar,alat,1.0,1,2025-04-15,A867750
Garpu,alat,1.0,1,2025-03-17,A692550
Garpu tala (128 Hz 512 Hz) Termometer,alat,1.5,2,2025-12-02,A016562
Garpu tala (2pcs),alat,1.5,2,2025-04-25,A201364
Gayung,alat,1.0,1,2025-03-20,A786753
Gel,alat,1.0,5,2025-12-18,A658237
Gel (1 buah),bahan,1.0,1,2025-01-30,B378475
Gel Doppler / gel USG Tisu,bahan,1.0,1,2025-06-09,B081082
Gel USG / gel Doppler Tisu / tissue roll,bahan,1.0,1,2025-05-08,B163552
Gelang kuning 1 pcs,alat,1.0,1,2025-04-30,A982751
Gelas,alat,1.0,7,2025-12-08,A443767
Gelas,bahan,1.0,1,2025-12-05,B443767
Gelas (1pcs),bahan,1.0,1,2025-03-11,B526102
Gelas (3 buah),alat,1.0,1,2025-01-30,A883601
Gelas (3 pcs),alat,1.0,1,2025-02-13,A298035
Gelas berisi air bersih,alat,1.0,3,2025-10-14,A382791
Gelas berisi air bersih,bahan,1.0,1,2025-09-16,B382791
Gelas berisi air putih,alat,1.0,2,2025-10-14,A925709
Gelas dengan penutupnya,alat,1.0,1,2025-03-17,A645828
Gelas kumur berisi,alat,1.0,1,2025-03-20,A669043
Gelas minum (1 pcs) Serbet (1pcs),bahan,1.0,1,2025-11-02,B751638
Gelas ukur cairan masuk,alat,1.0,1,2025-08-15,A321437
Gelas ukur urin/urin bag(4) Alat pengukur berat badan(1) Abbocath(4),alat,2.5,2,2025-08-29,A773499
Gelas/com,alat,1.0,1,2025-01-09,A640545
Gelas/com berisi air matang,alat,2.2,5,2025-10-09,A589450
Gelas/com berisi air matang,bahan,2.4,5,2025-10-09,B589450
Ginting heacting aff 1 bh Arteri klem 2 bh,alat,1.0,1,2025-05-02,A580443
Gips (jika penanganan lanjutan),alat,1.0,1,2025-07-05,A754105
Gips (jika penanganan lanjutan),bahan,1.0,1,2025-07-05,B754105
Giving infus set,alat,2.33,3,2025-12-09,A822775
Giving tranfussion set Tourniquet,bahan,2.0,1,2025-10-09,B254436
Giving transfussion set,alat,2.33,3,2025-12-09,A830531
Gliserin,bahan,1.0,1,2025-02-25,B734151
Gluco cek set (Pen cek alat gluco cek) (1 Pcs),alat,1.0,1,2025-02-19,A982941
Glucocheck,alat,1.0,3,2025-05-02,A128720
Glucocheck 1pcs,bahan,1.0,4,2025-05-02,B213710
Glucometer,alat,1.0,2,2025-08-21,A301148
Glucometer Strip gula darah Lancet,bahan,1.0,1,2025-08-26,B605886
Glukometer,alat,1.0,1,2025-09-16,A407253
Glukometer,bahan,1.0,1,2025-09-16,B407253
Goniometer,alat,2.0,1,2025-11-13,A344421
Guling Selimut Sprei bersih,alat,1.0,1,2025-04-15,A395261
Guling atau bolster,alat,1.5,2,2025-04-24,A532608
Guling atau bolster,bahan,1.5,2,2025-04-24,B532608
Gunting,alat,1.33,24,2025-12-08,A616161
Gunting,bahan,1.0,4,2025-12-08,B616161
Gunting (2 pcs),alat,1.0,1,2025-12-09,A313401
Gunting (2),alat,2.0,3,2025-09-09,A565989
Gunting 2,alat,1.0,1,2025-07-28,A474895
Gunting Alat suction Stetoskop,alat,1.0,1,2025-04-29,A674397
Gunting Nierbekken Bak instrumen pinset anatomis Selimutt ganti,alat,1.0,1,2025-11-11,A270491
Gunting Verban,alat,1.0,1,2025-04-25,A513458
Gunting Verban (2),alat,1.0,1,2025-03-04,A990093
Gunting Verban Troli,alat,1.0,2,2025-09-05,A285174
Gunting collar neck,alat,1.0,1,2025-03-14,A907532
Gunting debridemand Gunting plester Plester,alat,1.0,1,2025-05-02,A712337
Gunting episiotomi Klem tali pusat (2 buah) Klem arteri,alat,1.0,1,2025-08-20,A711194
Gunting episiotomy,alat,1.0,1,2025-11-02,A106993
Gunting gips Gergaji gips,alat,1.0,1,2025-01-21,A850025
Gunting heacting aff,alat,1.2,5,2025-12-11,A760334
Gunting jaringan,alat,1.2,5,2025-12-11,A791341
Gunting jaringan (1),alat,1.0,1,2025-03-04,A996884
Gunting jaringan (2 pcs),alat,1.0,1,2025-04-03,A403314
Gunting jaringan (2),alat,1.0,4,2025-07-30,A801866
Gunting jaringan / benang Klem arteri,alat,2.12,16,2025-11-19,A687507
Gunting medis Es pack,alat,1.0,1,2025-07-05,A794129
Gunting medis Es pack,bahan,1.0,1,2025-07-05,B794129
Gunting perban,alat,1.0,1,2025-05-11,A387745
Gunting perban 1,alat,1.0,1,2025-11-02,A486692
Gunting perban 1 buah,alat,1.0,3,2025-05-02,A972310
Gunting perlak,alat,1.0,1,2025-01-31,A320153
Gunting plaster,alat,1.0,1,2025-07-08,A099902
Gunting plaster 1,alat,1.25,4,2025-12-18,A753516
Gunting plaster(1pcs),alat,1.0,1,2025-05-08,A020559
Gunting plester,alat,1.14,7,2025-11-02,A342933
Gunting plester,bahan,1.0,1,2025-04-12,B342933
Gunting plester (k/p),alat,1.0,3,2025-12-02,A453111
Gunting plester (k/p),bahan,1.0,1,2025-12-02,B453111
Gunting steril,alat,1.0,1,2025-11-21,A617928
Gunting steril,bahan,1.0,2,2025-11-26,B617928
Gunting tali pusat,alat,1.0,1,2025-11-02,A819093
Gunting verban,alat,1.43,7,2025-12-02,A653501
Gunting verban,bahan,1.0,6,2025-12-02,B653501
Gunting verban (2 pcs),alat,1.33,3,2025-12-03,A868375
Gunting verban 1 pcs,alat,1.0,2,2025-04-30,A460769
H NaCl 0,alat,1.25,4,2025-12-11,A860032
H Pengalas (1 pcs),alat,1.0,1,2025-08-28,A856786
H Pengalas (1 pcs),bahan,1.0,1,2025-08-28,B856786
Hammer,alat,1.0,1,2025-08-13,A825027
Hand sanitizer,alat,1.0,1,2025-08-15,A091085
Hand sanitizer,bahan,1.0,2,2025-09-10,B091085
