nama_barang,tipe,rata_rata_per_hari
Thermometer,alat,1.17
Tiang infus,alat,1.25
Tiang infus Set infus Pompa infus,alat,1.0
Tiang intravena,alat,1.38
Tiang intravena Apron,alat,1.0
Tidak ada,bahan,1.0
Timbal / fiksasi kateter / plester medis Nierbekken / nampan,alat,1.0
Timbang berat badan (4pcs) Pengukur tinggi badan(4pcs) Spatula lidah (4pcs),alat,1.0
Timbangan,alat,1.17
Timbangan (1 pcs ),alat,1.0
Timbangan (1 pcs),alat,1.0
Timbangan (1),alat,1.0
Timbangan BB,alat,1.71
Timbangan BB,bahan,1.0
Timbangan BB ( 4 pcs) Pengukur TB ( 4 pcs) Bengkok 4 buah,bahan,1.33
Timbangan BB (1),alat,1.0
Timbangan BB dan Pengukur TB,alat,1.14
Timbangan BB dan Pengukur TB,bahan,1.0
Timbangan BB dan Pengukur TB (2 buah),alat,1.0
Timbangan BB dan Pengukur TB Spigmomanometer dan Stetoskop Termometer,alat,1.0
Timbangan BB dan pengukur TB,alat,2.0
Timbangan BB dan pengukur TB,bahan,1.0
Timbangan Bayi,alat,1.33
Timbangan Berat Badan ( 4 pcs ),alat,1.0
Timbangan Digital,alat,1.0
Timbangan Digital (1 Pcs) Microtoa meteran Tinggi Badan (1 Pcs),alat,1.0
Timbangan Digital (1Pcs),alat,1.0
Timbangan anak,alat,1.0
Timbangan bayi,alat,1.0
Timbangan bayi (1 pcs),alat,1.0
Timbangan bayi (1buah),alat,1.0
Timbangan bayi (dacin / digital),alat,1.0
Timbangan bayi (dacin / digital) Timbangan anak,alat,1.0
Timbangan bayi Termometer neonatal Stetoskop neonatal,alat,1.0
Timbangan bayi anak,alat,1.0
Timbangan bayi/anak,alat,1.0
Timbangan bb,alat,1.0
Timbangan berat badan,alat,1.0
Timbangan berat badan Alat ukur tinggi badan Meja periksa / bed Lampu periksa,alat,1.25
Timbangan berat badan Meja periksa / bed Lampu periksa / penlight,alat,1.0
Timbangan berat badan bayi Pengukur panjang badan bayi Stetoskop,alat,1.22
Timbangan berat badan dan pengukur TB,alat,1.5
Timbangan berat badan ibu Alat ukur tinggi badan,alat,1.0
Timbangan berta badan (4 pcs) Pengukur berat badan (4 pcs) Spatula lidah (4 pcs),alat,1.0
Timbangan dan alat pengukur,bahan,1.0
Timbangan dan alat pengukur panjang badan bayi,alat,1.0
Timbangan digital,alat,1.0
Timbingan digital,alat,1.0
Timer,alat,1.0
Timer (3),alat,1.0
Timer (3),bahan,1.0
Timer (jam detik),alat,1.42
Timer (jam detik),bahan,1.0
Timer (jam detik) (4pcs),alat,1.33
Timer (jam detik)(4pcs),alat,1.0
Tirai / sekat ruangan Kursi atau bedside table,alat,1.0
Tissu,alat,2.6
Tissu,bahan,4.0
Tissu (1 pcs),alat,1.0
Tissu (1 pcs),bahan,1.0
Tissu Kapas,bahan,1.0
Tissu secukupnya,bahan,1.5
Tissue,alat,1.0
Tissue,bahan,1.2
Tissue (1 buah),bahan,1.0
Tisu,alat,1.0
Tisu,bahan,1.17
Tisu (1 pack),bahan,1.0
Tisu / handuk kecil,bahan,1.0
Tisu / kain bersih,bahan,2.0
Tisu / kasa,bahan,1.0
Tisu / kasa Underpad / perlak,bahan,1.0
Tisu / lap bersih Tempat sampah medis Bengkok,bahan,1.0
Tisu Kasa,bahan,1.0
Tisu Plester,bahan,1.0
Tisu basah,bahan,1.0
Tisue,alat,1.0
Tong spatel,alat,1.0
Tongkat,alat,1.0
Tongkat (1 pcs),alat,1.0
Tongkat (tripod) (1 pcs),alat,1.5
Tongkat kaki 4 alat mandi waslab,alat,1.0
Tongspatel,alat,1.0
Tongue depressor,alat,2.0
Tongue spatel,alat,1.0
Tongue spatel,bahan,1.0
Tongue spatula (opsional) Sarung tangan (steril / non-steril sesuai prosedur),alat,1.0
Topi bayi,bahan,1.0
Torniket,alat,1.29
Torniket,bahan,1.0
Torniquet (pengikat lengan),alat,1.0
Torniquet 1,bahan,1.25
Tourniguet (2),alat,1.0
Tourniquet,alat,2.17
Tourniquet,bahan,1.75
Tourniquet / karet pengikat lengan Stetoskop,alat,1.0
Tourniquet Gunting plester Bak instrument Pinset anatomi Pinset cirugi Kom kecil,alat,1.0
Trakeostomi (2 pcs),alat,1.0
Transcutaneous bilirubinometer (TCB),alat,1.0
Transfuse set,alat,2.5
Transfuse set,bahan,2.0
Transfusi set,bahan,1.0
Transparant dressing,alat,1.25
Transparant dressing,bahan,1.0
Transpasan dressing,alat,1.67
Tripod,alat,1.0
Tripod 1,alat,1.0
Tripord (2 pcs),alat,1.0
Triway 1,bahan,1.25
Triwey,alat,1.0
Troli,alat,1.0
Troli (2 buah),alat,1.0
Tromol Kecil,alat,1.25
Tromol Kecil (1 pcs),alat,1.0
Tromol berisi kassa steril (Kassa dibungkus kertas),bahan,1.0
Tromol kecil,alat,1.0
Tromol kecil berisi kassa/kapas steril,alat,1.88
Tromol kecil berisi kassa/kapas steril,bahan,1.14
Tromol kecil berisi kassa/kapas steril (e2 pcs),alat,1.0
Tuning fork (garpu tala 128 Hz) Kartu Snellen,alat,2.0
Turniket (Tourniquet) Alat bantu,alat,1.5
Turniket (Tourniquet) Alat bantu,bahan,1.5
Turniket karet atau kain elastis,alat,1.5
Turniket karet atau kain elastis,bahan,1.5
Turniket manual atau otomatis (pneumatik untuk prosedur tertentu),alat,1.5
Turniket manual atau otomatis (pneumatik untuk prosedur tertentu),bahan,1.5
Tusuk gigi (5pcs),bahan,1.5
USG (bila tersedia skrining patologis),alat,1.0
USG (bila tersedia),alat,1.0
Underpad,alat,1.43
Underpad,bahan,1.0
Underpad (1),alat,1.0
Underpad (2),alat,1.0
Underpad / perlak,bahan,1.5
Underpad / perlak Duk steril,bahan,1.0
Underpad / perlak Pelumas (pemeriksaan) Tisu,bahan,1.0
Underpad Handscoon steril Neil heacting,alat,1.0
Untuk alat apa aja gais,alat,1.0
Urinal (2 pcs),alat,1.0
Urinal (2 pcs),bahan,1.0
Urine Bag,alat,1.0
Urine Bag,bahan,1.0
Urine bag / kantong urin (steril) handscoon steril,bahan,1.5
Urine bag Bedak Kertas tisu,bahan,1.0
Urine bag dan penggantungnya Spuit yang berisi 20 mL aquades/NaCl atau sesuai anjuran pabrik,bahan,1.0
Ut alat perawatan luka post op,alat,1.0
Ut alat perawatan luka post op Kasa steril di tromol kasa Verban balutan 1 kotak,bahan,1.0
Ut bsk yg akan kita laborkan,alat,1.0
Vaccine Carrier (Pembawa vaksin),alat,1.0
Vaccine Refrigerator (Penyimpan vaksin) Cool packs (Kotak pendingin),alat,1.0
Vaksin BCG (kemasan kemasan dalam ampul,bahan,1.0
Vaksin Hepatitis B,bahan,1.14
Vaksin Hepatitis B (HB-0) Salep mata antibiotik (eritromisin/tetrasiklin),bahan,1.0
Vaksin Hepatitis b,bahan,1.0
Vaksin Polio 1 Set infus 1pcs Iv cath 1pcs Bak instrumen 1,alat,1.25
Vaksin bcg spuit 1 ml 4 pcs,alat,1.25
Vaksin campak 1,alat,1.25
Vaksin program rutin,bahan,1.0
Vaksin sesuai program BCG,bahan,1.0
Vaselin,alat,1.0
Vaselin/pelican Kapas basah,bahan,1.0
Verban balutan 1 kotak,alat,1.43
Verban balutan 1 kotak,bahan,1.0
Verban balutan 1 kotak Verban elastis 4 buah NaCl 0,bahan,1.0
Verban elastis (2 pcs),alat,1.33
Verban elastis 4 buah,bahan,1.0
Verban elastis 4 buah NaCl 0,bahan,1.0
Verban gulung (2 pcs),alat,1.33
Verban gulung dan verban elastis,bahan,1.0
Verban/perban gulung Balutan luka (kasa vaselin /,bahan,2.2
Visual Analog Scale (VAS),alat,1.5
Vit K,bahan,1.0
Vitamin K,bahan,1.14
Vitamin k,bahan,1.0
Vulva higine,alat,1.0
Vulva higine,bahan,1.0
Wadah alat (tray bengkok/nierbekken),alat,1.0
Wadah bengkok (nierbekken) Tempat sampah medis,alat,1.5
Wadah limbah medis (infeksius) (2 pcs),alat,1.0
Wadah plasenta (bila simulasi persalinan),bahan,1.0
Wadah sekret / tabung pengumpul lendir (4 pcs),alat,1.0
Wadah ukur urin (urinal / pispot / urine bag),alat,1.0
Waist ruler (2pcs),alat,1.0
Walker,alat,1.0
Walker (1 pcs),alat,1.5
Walker (2 pcs),alat,1.0
Walker / tongkat Bed side rail Meja makan Jam/stopwatch Tensimeter Stetoskop,alat,1.0
Walker 1,alat,1.0
Walker Kursi Roda Kruk,alat,1.0
Wascom 1,alat,1.0
Wash lap 2 buah,alat,1.0
Washlap,alat,1.0
Washlap,bahan,1.0
Washlap 2 buah Handuk besar 2 buah Air DTT ditempatnya Phantom Bayi,alat,2.0
Washlap dan kasa,bahan,1.0
Waskom,alat,1.2
Waskom 3,alat,1.0
Waskom dan cairan klorin,alat,1.0
Waskom dan cairan klorin,bahan,1.0
Waskom isi air hangat,alat,1.0
Waskom plastik berisi klorin 0,alat,2.0
Waskom plastik berisi klorin 0,bahan,1.0
Waslap,alat,1.0
Waslap,bahan,1.0
Waslap (2 pcs),alat,1.0
Waslap (5 buah),bahan,1.0
Waslap / kain lap Handuk,alat,1.0
Waslap 2 buah,alat,1.17
Waslap 2 buah,bahan,1.5
Waslap 4 buah,alat,1.12
Weber test,alat,1.0
Weber test,bahan,1.0
Wong-Baker FACES Pain Scale Alat tulis,alat,1.5
Wound swab (jika perlu kultur) Duk steril,alat,1.0
Wound swab (jika perlu kultur) Duk steril,bahan,1.0
Zink salep,alat,1.0
a Bak instrument,alat,1.0
a Bak instrument,bahan,1.0
a Cairan infuse,alat,1.0
a Cairan infuse (RL,bahan,1.0
a Laken besar,alat,1.0
a Pinset anatomis 2 bh,alat,1.0
a Pinset anatomis 2 pcs,alat,1.0
a Tensi meter,alat,1.0
a stetoskop,alat,1.0
a) Kasa/Verban dan kapas secukupnya,alat,1.0
a) Sarung tangan,bahan,1.0
abbocath,bahan,1.0
abocath,alat,1.0
abocath,bahan,1.0
aboket,alat,1.0
air DRT,bahan,1.0
air hangat,bahan,1.0
air hangat 38oC 500-1000 cc) Otoskop,alat,1.0
air hangat perlak handuk,bahan,1.0
air steril (Aquabides) dll,bahan,2.33
air steril (aquabides) dll),alat,1.5
air steril (aquabides) dll),bahan,1.0
air steril (aquabides) dll) (1 pcs),alat,1.0
air steril (aquabides) dll) (1 pcs),bahan,1.0
air steril(aquabides)dll),bahan,1.0
air steril/Aquabides,alat,2.5
air steril/Aquabides,bahan,2.4
alas),bahan,1.0
alat,alat,1.0
alat bahan kateter,alat,1.0
alat berpakaian lengkap alat berhias lengkap alat makan lengkap,alat,1.67
alat cek GD,alat,1.0
alat cukur (1 pcs),alat,1.5
alat injeksi IM,alat,1.0
alat makan,alat,1.0
alat mandi lengkap,alat,1.67
alat pelindung diri masker haemdcoon,alat,1.0
alat pengambil sputum steril,alat,1.0
alat pengambil sputum steril kanula nasal dan selang plester,bahan,1.0
alat penghisap sputum,alat,1.0
alat penghisap sputum kantung specimen dan label,alat,1.0
alat pengukur tekanan darah/pengukur tensi(1),alat,1.0
alat pengukur tinggi badan (1),alat,1.0
alat toilet lengkap,alat,1.67
alat transportasi tandu,alat,1.0
alat ttv (2set),alat,1.0
alat-alat makan,bahan,1.0
alcohol swab,alat,1.0
alcohol swab,bahan,1.0
alkohol Kapas,bahan,1.0
alkohol swab,bahan,1.33
alkohol swab (1 pcs) gunting (1 pcs),bahan,1.0
alkohol swab kasa,bahan,1.0
alkohol/alkohol swap,bahan,1.0
ambu bag,alat,1.0
ambu bag 1,alat,1.0
anak pra sekolah,alat,1.0
anatomis 2,alat,1.0
anotomi sistem respirasi,alat,1.0
apd,alat,1.0
apron,alat,1.0
apron masker,alat,1.0
aqua steril,alat,1.0
aqua steril,bahan,1.0
aquabidest steril,alat,1.0
aquades,alat,1.0
aquades,bahan,1.0
aquadest,bahan,1.0
aquadest steril,bahan,1.0
aqucheck,alat,1.0
arteri klem,alat,1.0
arteri klem(2pcs),alat,1.0
asam urat,bahan,1.0
atau plastik keras,alat,1.0
atau plastik keras,bahan,1.0
atau tungkai),alat,1.5
atau tungkai),bahan,1.5
b Cucing,alat,1.0
b Cucing,bahan,1.0
b Laken kecil,alat,1.0
b Pinset cirugis 2 bh,alat,1.0
b Pinset cirugis 2 pcs,alat,1.0
b Sampiran/skerem,alat,1.0
b Scalpvein sesuai ukuran,alat,1.0
b Scalpvein sesuai ukuran,bahan,1.0
b Stetoskop,alat,1.0
b Strain (cedera otot) Kompres dingin/es pack Perban elastis,alat,1.0
b Strain (cedera otot) Kompres dingin/es pack Perban elastis,bahan,1.0
b) Masker,alat,1.0
b) Masker,bahan,1.0
b) Sarung tangan bersih,alat,1.0
baby oil,bahan,1.0
bag kompres,alat,1.0
bahan,bahan,1.0
baju,alat,2.0
baju bayi,alat,1.5
baju dll,alat,1.0
baju ganti,alat,1.0
baju ganti 1 set,alat,1.0
baju ganti hanscoon sisir,alat,1.0
bak instrumen,alat,1.4
bak instrumen,bahan,1.0
bak instrumen (1 pcs),alat,1.0
bak instrumen (1pcs),alat,1.0
bak instrumen 1 set (pinset,alat,1.0
bak instrumen 2 set (pinset,alat,1.0
bak instrumen Bengkok Skerem/sampiran Selimut,alat,1.0
bak instrumen handuk pengalas,alat,1.5
bak instrumen handuk perlak,alat,1.0
bak instrumen kasa handscoon steril tabung suction kanul suction selang suction mesin suction kom,alat,1.0
bak instrumen termometer LILA,alat,1.0
bak istrumen (2pcs),alat,1.0
bak mandi bayi,alat,2.0
baki,alat,1.0
baki 3 bh,alat,1.0
baki dan perlak,alat,1.0
balita,alat,1.0
balon keteter,alat,1.0
balon keteter,bahan,1.0
bantal tissue bengkok gelas handuk stetoskop sketsel handscoon masker,alat,1.0
bantalan kapas,alat,1.0
baskom,alat,1.0
baskom (1pcs),alat,1.0
baskom berisi air DTT dan waslap,alat,1.0
baskom berisi air DTT dan waslap (4set),alat,1.0
baskom berisi air hangat,bahan,1.0
baskom berisi cairan klorin 0,alat,1.0
bedak,alat,1.2
bedak,bahan,1.0
bedak 1 bh,bahan,1.0
bedong bayi,bahan,1.0
beku kering,bahan,1.0
benang jahit,alat,1.0
benang jahit (2pcs),alat,1.0
bengkok,alat,1.31
bengkok,bahan,1.0
bengkok (1 pcs) oksigen set (1 pcs),alat,1.0
bengkok (1pcs),alat,1.0
bengkok (2 pcs),alat,1.0
bengkok (2pcs),alat,1.0
bengkok (4 set),alat,2.0
bengkok 1 pcs,alat,1.0
bengkok 2,alat,1.0
bengkok 2 bh,alat,1.0
bengkok Suction,alat,1.0
bengkok perlak,alat,1.0
berhias toileting(1) peralatan makan minum (1) TAK estafet bola(1) Terapi kognitif puzzle(1),alat,1.0
bersih (darurat),bahan,1.0
betadin,bahan,1.0
betadin kasa,bahan,1.0
betadine,alat,1.0
betadine,bahan,1.5
betadine (1pcs),bahan,1.0
betadine alkohol 70,bahan,1.0
bh),bahan,1.0
biasanya di pergelangan),alat,1.0
biasanya di pergelangan),bahan,1.0
bidai,alat,1.0
bidai spalak,alat,1.0
bidai spalak,bahan,1.0
binasal kanul (2pcs),bahan,1.0
bola ibu hamil,alat,1.0
borax gliserin,bahan,1.0
botol penampung urine (wadah) obat ducolac tablet 4,bahan,1.0
brankar set infus,alat,1.0
brankard scop strechert,alat,1.0
buah dan kom kecil,alat,1.0
buku buta warna,alat,1.0
buli-buli (3pcs),alat,2.0
bvm (1),alat,1.0
bvm (2),alat,1.4
bvm 2pcs pinset forceps neckolar phantom laringoskop,alat,1.0
by),bahan,1.0
c Anjurkan pasien untuk BAK terlebih dahulu,alat,1.0
c Com kecil 1 bh,alat,1.0
c Com kecil 1 pcs,alat,1.0
c Infus set,alat,1.0
c Infus set,bahan,1.0
c Perlak,alat,1.0
c Pinset anatomis 2 buah,alat,1.0
c Pinset anatomis 2 buah,bahan,1.0
c Transfuse set,alat,1.0
c) Apron,alat,1.0
c) Baraschort,alat,1.0
c) Baraschort,bahan,1.0
cairan DTT(1pcs),bahan,1.0
cairan NACL tisu pengalas,bahan,1.0
cairan infus,alat,1.0
cairan infus,bahan,1.0
cairan infus NACL 09 alkohol swab,bahan,1.0
cairan infus RL,bahan,1.0
cairan infus RL cairan infus NACL kasa,bahan,1.0
cairan infus darah,bahan,1.0
cairan intravena,alat,1.0
cairan irigasi (aquades),bahan,1.0
cairan nacl,alat,1.0
cairan obat pengelupas luka itu kalau dak salah aquades,alat,1.0
cairan obat pengelupas luka itu kalau dak salah aquades,bahan,1.0
cairan steril,alat,1.0
cairan sublimat,alat,1.0
campak rebule,bahan,1.0
cangkir,alat,1.0
cangkir bola tenis kerincingan boneka,alat,1.0
cangkir obat),alat,1.0
cateter suction (2pcs),alat,1.0
celana,alat,1.0
celana dalam ibu,alat,1.0
celana dan softek,alat,1.67
celana dan softek,bahan,1.0
celemek,alat,1.0
celemek,bahan,1.0
celemek (2 pcs),bahan,1.0
ceret/termos,alat,1.0
collar neck,alat,1.0
collar neck 1 bh,alat,1.0
collarneck,alat,1.5
colokan,alat,1.0
cotton buds Set baju bayi terdiri dari bedong,alat,2.0
crystalline celulossa,alat,1.0
crystalline celulossa,bahan,1.0
cutton bad 1 bh,bahan,1.0
d Abocath no 16-18,alat,1.0
d Gunting jaringan 1 bh,alat,1.0
d Gunting jaringan 1 pcs,alat,1.0
d Pinset chirugis,alat,1.0
d Pinset chirugis,bahan,1.0
d Sarung bantal,alat,1.0
d Standar infuse,alat,1.0
d Standar infuse,bahan,1.0
d) Pelumas,alat,1.0
d) Pelumas,bahan,1.0
d) Plester,alat,1.0
dada,alat,1.0
dada,bahan,1.0
dan 5 cc,alat,1.0
dan bengkok,alat,1.0
dan ibu Form KIPI,alat,1.0
dan kain persegi 4,alat,1.0
dan perut,alat,1.0
dan sikat gigi,alat,1.0
dewasa/anak/bayi),alat,1.0
diapers,alat,1.0
diapers,bahan,1.0
disinfektan,alat,1.0
distilator air,alat,1.0
ditambah,alat,1.0
ditambah Com menengah,alat,1.25
dll,alat,1.0
dll,bahan,1.0
dll),alat,2.0
dll),bahan,2.15
dll) 2 buah,bahan,1.0
doopler,alat,1.0
dopler,alat,1.0
drain luka 1 bh,alat,1.0
ducl lobang,alat,1.0
duk bolong,alat,1.0
duk lobang,alat,1.0
duk lubang,alat,1.0
duk steril,alat,1.0
duk steril (2pcs),alat,1.0
e Cairan infus RL,alat,1.0
e Ginting heacting aff 1 bh,alat,1.0
e Ginting heacting aff 1 pcs,alat,1.0
e Gunting lurus,alat,1.0
e Gunting lurus,bahan,1.0
e Plester,alat,1.0
e Plester,bahan,1.0
e Selimut,alat,1.0
e) Bedpan,alat,1.0
e) Bedpan,bahan,1.0
e) Bengkok,alat,1.0
elastic bandage,alat,1.0
elastic bandage 1 pcs tempat sampah 1 pcs Kom 1 pcs,alat,1.0
ember,alat,1.0
ember/bak kotor/keranjang,alat,1.0
eye mask,alat,1.0
f Arteri klem 2 bh,alat,1.0
f Arteri klem 2 bh Gunting perban (2),alat,1.0
f Arteri klem 2 bh Gunting verban (2),alat,1.0
f Arteri klem 2 pcs,alat,1.0
f Gunting,alat,1.0
f Gunting,bahan,1.0
f Gunting AJ,alat,1.0
f Gunting AJ,bahan,1.0
f Kateter urin bag,alat,1.0
f Sarung tangan,alat,1.0
f) Alas karet,alat,1.0
f) Alas karet,bahan,1.0
f) Gunting Verban,alat,1.0
flowmeter,alat,1.0
flowmeter oksigen,alat,1.0
folly kateter,alat,1.0
g Alkohol 70,alat,1.0
g Alkohol 70,bahan,1.0
g Apron dan masker bila perlu,alat,1.0
g Spuit,alat,1.0
g) Sabun,alat,1.0
g) Sabun,bahan,1.0
g) Troli,alat,1.0
garpu,alat,1.0
gayung,alat,1.0
gelang identitas pasien (5 pcs),alat,1.0
gelang identitas pasien (5 pcs) handrub,bahan,1.0
gelang pasien,bahan,1.0
gelas,alat,1.22
gelas,bahan,1.0
gelas (1 pcs),alat,1.0
gelas (cairan mkn/minum),alat,1.0
gelas 2,alat,1.0
gelas ukur,alat,1.0
gelas ukur,bahan,1.0
gelas ukur urin/urin bag,alat,1.0
gelas(air),alat,1.0
gelastutup,alat,1.0
generator uap murni,alat,1.0
glukocek,alat,1.0
glukometer 1 pcs,alat,1.0
gown masker,alat,1.0
gunting,alat,1.0
gunting,bahan,1.0
gunting (1 pcs),alat,1.0
gunting bedah/jaringan,alat,1.0
gunting kecil 4 pcs pippet pol 4 pcs,alat,1.0
gunting kuku (1 pcs),alat,1.5
gunting kuku 1 bh,alat,1.0
gunting perban,alat,1.5
gunting steril Peralatan injeksi (spuit,alat,1.0
gunting tali pusat 1,alat,1.0
gunting verban 1 buah,alat,1.0
guting jaringan 1),alat,1.0
h Kapas,alat,1.0
h Kapas,bahan,1.0
h Plester,alat,1.0
h) Air,alat,1.0
h) Air,bahan,1.0
h) Pengganjal dagu,alat,1.0
hand sanitizer 1 bh,alat,1.0
hand scoon,bahan,1.0
hand scrub,alat,1.0
handbody,alat,1.0
handbody lotion,alat,1.25
handbody lotion Tensokrep 6 bh,alat,1.25
handrub,bahan,1.0
handsanitizer 1 pcs,bahan,1.0
handscon,alat,1.0
handscone,alat,1.0
handscone,bahan,2.0
handscone 1,bahan,1.0
handscone 1 kotak sputum pot 2 buah bak instrumen 2,alat,1.0
handscone bersih,bahan,1.0
handscone steril,bahan,1.0
handscoon,alat,1.67
handscoon,bahan,1.14
handscoon 1 pcs,bahan,1.0
handscoon bersih,alat,1.0
handscoon bersih,bahan,1.1
handscoon bersih (1 kotak),bahan,1.33
handscoon bersih (1kotak),bahan,1.0
handscoon bersih (1pcs) handuk (1pcs),alat,1.0
handscoon bersih 4 pcs handscoon steril 4 pcs hansanitiezer 4 pcs,bahan,1.0
handscoon bersih Masker,bahan,1.0
handscoon bersih Masker medis Kasa steril,bahan,1.0
handscoon bersih Tisu,bahan,1.33
handscoon bersih dan steril,alat,1.0
handscoon bersih dan steril,bahan,1.0
handscoon bersih handscoon steril gown masker,bahan,1.0
handscoon bersih jelly ekg,bahan,1.0
handscoon bersih kasa,bahan,2.0
handscoon bersih marsker,bahan,1.0
handscoon bersih masker,bahan,1.12
handscoon bersih masker Handsanitizer Spuit ukuran 1 ml (,bahan,1.0
handscoon bersih masker NRM masker RM,bahan,1.0
handscoon bersih maskerr,bahan,1.5
handscoon body lotion,bahan,1.0
handscoon kapas,bahan,1.0
handscoon masker,bahan,1.79
handscoon masker alcohol swap,bahan,1.0
handscoon masker kasa steril,bahan,1.0
handscoon steril,alat,1.0
handscoon steril,bahan,1.0
handscoon steril (2pcs),bahan,1.0
handscoon steril (5pcs),bahan,1.0
handscoon steril handscoon bersih betadin,bahan,1.0
handscoon steril handscoon bersih masker,bahan,1.0
handscoon streil (3 pcs) kom (2 pcs),alat,1.0
handscoond (1 kotak),alat,1.0
handscoone,bahan,2.0
handscrab,bahan,1.0
handscun,bahan,1.0
handskun,bahan,1.0
handuk,alat,1.37
handuk,bahan,1.0
handuk (1 pcs),alat,1.5
handuk (1 pcs),bahan,1.0
handuk (1 pcs) handscoon bersih (1 pcs),bahan,1.0
handuk (2pcs),alat,1.0
handuk 2,alat,1.0
handuk 2 Gelas Spatel lidah Bengkok 4,alat,1.0
handuk besar 1 bh,alat,1.0
handuk besar 2 bh,alat,1.0
handuk dan sabun mandi,alat,1.0
handuk dan sabun mandi,bahan,1.0
handuk kecil,bahan,1.0
handuk kecil 1,alat,1.0
handuk kecil 1 bh,alat,1.0
handuk kecil 2 bh,alat,1.0
handuk sputum pot gelas,alat,4.0
handuk(2 pcs),bahan,1.0
handuk/waslap,alat,1.0
hanscoon 1 kotak,bahan,1.0
hanscoon bersih (3pcs),alat,1.0
hcl,bahan,1.0
hcl 1,bahan,1.0
head stabilizer,alat,1.0
heed imobilizer nedk collar,alat,1.0
hendsenitaizer,bahan,1.0
hipafix kasa,bahan,1.0
hipetik,bahan,1.0
hnadscoon bersih,bahan,1.17
humidifier,alat,1.0
humidifier (1),alat,1.0
humidifier),alat,1.0
humidivier,alat,1.0
hydrocolloid,bahan,1.0
i Bengkok,alat,1.0
i Betadine,alat,1.0
i Betadine,bahan,1.0
i) Label identifikasi,alat,1.0
i) Lap mandi,alat,1.0
i) Lap mandi,bahan,1.0
implant,alat,1.25
infokus,alat,1.0
infus,alat,1.0
infus pump,alat,1.0
infus set,alat,1.0
infus set,bahan,1.17
infus set aquadest steril,bahan,1.0
infused,alat,1.0
inkubator,alat,1.0
instrumen 1psc,alat,1.0
intra dan post operasi,alat,1.0
iv cath 22,bahan,1.0
iv cath plester aquadest tisu,bahan,1.0
iv cathether masker,bahan,1.0
j Handscoon,alat,1.0
j Spalk,alat,1.0
j Spalk,bahan,1.0
j) Plastic untuk tempat barang-barang klien,alat,1.0
jam tangan dengan jarum detik,alat,1.33
jam tangan dengan jarum detik,bahan,1.0
jarum suntik) Format pencatatan neonatus,alat,1.0
jarum/kateter,alat,1.0
jel EKG Handscoon bersih tisu,bahan,1.0
jel steril,alat,1.0
jel steril,bahan,1.0
jelly,alat,1.0
jelly,bahan,1.0
jika perlu,alat,1.0
jika perlu,bahan,1.0
k Bengkok,alat,1.0
k Bengkok,bahan,1.0
k Tampon hecting set,alat,1.0
k) Air dalam baskom,alat,1.0
kaca mata google,alat,1.33
kaca mata google,bahan,1.0
kacamata google),alat,1.0
kain bedong bayi,alat,1.0
kain berlubang,alat,1.0
kain motels,bahan,1.0
kain motels set jahit luka,alat,1.0
kain utk ibu dan bayi,alat,1.0
kain utk ibu dan bayi (4 set),alat,2.0
kantong kolostomi,alat,1.0
kantong plastik,alat,1.2
kantong urine,alat,1.0
kantung specimen dan label,alat,1.0
kanula nasal dan selang,alat,1.0
kapas,alat,1.0
kapas,bahan,1.25
kapas (1 kotak),bahan,1.0
kapas 1 kom tutup kartu imunisasi 1pcs Plesterin 8 pcs Alkohol swab 8 pcs,bahan,1.0
kapas Nacl,alat,1.0
kapas alkohol (1 pcs),bahan,1.33
kapas cebok,bahan,1.0
kapas cebok dan tempat,alat,1.0
kapas cebok dan tempatnya,alat,1.0
kapas cebok plester,bahan,1.0
kapas cebok tair DTT,alat,1.0
kapas cebokair,alat,1.0
kapas cebokair DTT,alat,1.35
kapas cebokair DTT,bahan,1.0
kapas lidi,bahan,1.0
kapas masker Baterai,bahan,1.0
kapas steril (4) Underpad Handscoon steril Handsanitazier Handuk atau alas,bahan,1.0
kardus tebal,alat,1.0
kardus tebal,bahan,1.0
karet pembendung,alat,1.0
kartu triase,alat,2.0
kasa,alat,1.0
kasa,bahan,1.44
kasa (3 pcs) jelly ekg kertas ekg tisu,bahan,1.0
kasa gulung,bahan,1.0
kasa gulung (1 pcs),alat,1.0
kasa gulung (1 pcs),bahan,1.0
kasa gulung handscoon bersih,bahan,1.5
kasa handscoon tisu,bahan,4.0
kasa kasa steril perban,bahan,1.0
kasa steril,alat,1.0
kasa steril,bahan,1.0
kasa steril (1 pcs),bahan,1.33
kasa steril (10pcs),bahan,1.0
kasa steril (4 set),alat,2.0
kasa steril (5pcs) handscon bersih handscon steril (2pcs) handuk,bahan,1.0
kasa steril / kapas,bahan,1.0
kasa steril handscoon bersih handscoon steril RL,bahan,1.0
kasa steril pot sputum hadscoon,bahan,1.0
kasa steril set infus,bahan,1.0
kasa steril(2 pcs),bahan,1.0
kasa steril(2 pcs) stetoskop (2 pcs),alat,1.0
kasa tisu masker,bahan,1.0
kasa),alat,1.0
kassa,alat,1.2
kassa,bahan,1.0
kassa steril,bahan,1.0
kassa steril dan kapas lidi (1 pcs) plester (1 pcs),bahan,1.0
kateter,alat,1.0
kateter 1),alat,1.0
kateter 1) (4 set),alat,2.0
kateter 4,alat,1.0
kateter penghisap lendir steril pinset,alat,1.0
kateter penghisap lendir steril(2 pcs),bahan,1.0
